document,document_id,source,location,doc_relation,notes,url,content,admin_url
T-S NS J119 (PGPID 1405),1405,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #6, pp. 149-151",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5989/change/
Halper 336 (PGPID 638),638,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #7, pp. 151-154",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1632/change/
T-S K21.98 (PGPID 1339),1339,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #8, pp. 154-157",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5560/change/
T-S 12.23 (PGPID 1634),1634,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #9, pp. 161-164",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2678/change/
T-S 10J11.26 (PGPID 1495),1495,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #10, pp. 164-167",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2130/change/
T-S Ar.44.223 + T-S K25.277 + T-S Ar.18(1).181 (PGPID 6150),6150,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #11, pp. 167-175",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5164/change/
T-S Ar.18(1).181 + T-S K25.277 + T-S Ar.44.223 (PGPID 6149),6149,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #11, pp. 167-175",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5051/change/
T-S K25.277 + T-S Ar.44.223 + T-S Ar.18(1).181 (PGPID 1346),1346,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #11, pp. 167-175",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5619/change/
Bodl. MS heb. b 11/5 (PGPID 517),517,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #12, pp. 175-179",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/200/change/
Bodl. MS heb. b 11/5 (PGPID 4414),4414,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #13, pp. 179-181",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/201/change/
T-S Misc.8.10 (PGPID 1397),1397,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #14, pp. 181-182",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5742/change/
T-S NS J264a (PGPID 1420),1420,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #15, pp. 182-183",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6059/change/
T-S K25.169 (PGPID 1340),1340,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #16, pp. 184-185",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5561/change/
T-S Ar.6.3 (PGPID 1279),1279,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #17, pp. 185-187",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5235/change/
ENA 2808.63 (PGPID 731),731,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #18, pp. 187-188",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1154/change/
CUL Or.1081 J38 (PGPID 2287),2287,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #19, pp. 189",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/808/change/
T-S J1.44 (PGPID 1318),1318,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #20, pp. 189-190",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5483/change/
T-S NS J230 (PGPID 1417),1417,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #21, pp. 191-192",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6042/change/
T-S 20.168 (PGPID 1786),1786,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #22, pp. 193-194",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4037/change/
T-S Ar.54.45 (PGPID 8325),8325,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #23, pp. 195-197",Edition,Transcription awaiting digitization on PGP,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5218/change/
T-S K25.84 (PGPID 1348),1348,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #24, pp. 197-198",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5622/change/
T-S NS 99.49 (PGPID 1487),1487,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #25, pp. 199-200",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5978/change/
T-S K15.45 (PGPID 1333),1333,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #26, pp. 200-202",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5528/change/
T-S K25.208 + T-S AS 145.18 (PGPID 1342),1342,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #27, pp. 203-204",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5563/change/
T-S NS 320.141 (PGPID 1463),1463,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #28, pp. 204-206",Edition ; Translation,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5863/change/
T-S 8J13.18 (PGPID 1890),1890,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #29, pp. 207-208",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4349/change/
CUL Or.1080 J104 (PGPID 4479),4479,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #30, pp. 208-210",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/637/change/
ENA 4011.60 (PGPID 774),774,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #31, pp. 211",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1269/change/
T-S 13J5.2 (PGPID 1157),1157,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #32, pp. 212-214",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3593/change/
BL OR 5566B.7 (PGPID 489),489,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #33, pp. 214-217",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/125/change/
Bodl. MS heb. d 66/88 (PGPID 585),585,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #34, pp. 217-218",Edition,Transcription awaiting digitization on PGP,,None,https://geniza.princeton.edu/admin/footnotes/footnote/427/change/
ENA 2808.66 (PGPID 732),732,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #35, pp. 220-221",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1155/change/
T-S Misc.8.86 (PGPID 1401),1401,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #36, pp. 222-223",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5756/change/
T-S Misc.8.76 (PGPID 1400),1400,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #37, pp. 224-225",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5755/change/
T-S K15.87 (PGPID 1338),1338,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #38, pp. 227-228",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5548/change/
T-S K6.106 (PGPID 1352),1352,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #39, pp. 229-230",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5626/change/
T-S Misc.8.22 (PGPID 1398),1398,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #40, pp. 230-231",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5747/change/
T-S 20.3 (PGPID 1793),1793,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #41, pp. 232-236",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4058/change/
T-S NS J292 (PGPID 1425),1425,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #42, pp. 240-242",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6087/change/
T-S NS J342 (PGPID 1430),1430,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #43, pp. 242-243",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6109/change/
ENA 2727.7a (PGPID 670),670,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #44, pp. 244-246",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1025/change/
Bodl. MS heb. f 56/129 (PGPID 608),608,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #45, pp. 246-248",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/558/change/
T-S 13J20.15 (PGPID 1018),1018,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #46, pp. 251-252",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3258/change/
T-S 20.87 (PGPID 1798),1798,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #47, pp. 254-256",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4081/change/
T-S NS J27 (PGPID 1422),1422,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #48, pp. 258-259",Edition,Remainder of entries awaiting transcription.,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6063/change/
T-S 16.63 (PGPID 1744),1744,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #49, pp. 259-262",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3892/change/
T-S 16.222 (PGPID 1719),1719,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #50, pp. 262-263",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3779/change/
T-S 8J11.9 (PGPID 1879),1879,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #51, pp. 264-265",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4337/change/
T-S 8J11.9 (PGPID 1880),1880,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #52, pp. 265-266",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4336/change/
CUL Or.1080 J126 (PGPID 2256),2256,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #53, pp. 267-269",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/651/change/
JRL SERIES A 859 (PGPID 855),855,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #54, pp. 269-270",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1713/change/
T-S 13J22.2 (PGPID 1041),1041,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #55, pp. 270-274",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3336/change/
ENA 4011.44 (PGPID 773),773,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #56, pp. 275-276",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1258/change/
T-S 16.122 (PGPID 1705),1705,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #57, pp. 277-285",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3704/change/
ENA 2559.3 (PGPID 659),659,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #58, pp. 285-286",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/964/change/
Bodl. MS heb. d 68/100 (PGPID 588),588,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #59, pp. 287-288",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/435/change/
T-S 8J33.10 (PGPID 2088),2088,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #60, pp. 289-290",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4768/change/
T-S 8J33.10 (PGPID 2089),2089,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #61, pp. 291-292",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4767/change/
ENA 4011.42 (PGPID 772),772,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #62, pp. 292-294",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1256/change/
Bodl. MS heb. f 22/43 (PGPID 604),604,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #63, pp. 294-295",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/535/change/
Bodl. MS heb. f 22/47 (PGPID 605),605,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #64, pp. 295",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/536/change/
T-S NS 306.1b (PGPID 4465),4465,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #65, pp. 295-297",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5841/change/
T-S 8J5.22 (PGPID 2149),2149,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #66, pp. 299",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4926/change/
T-S Ar.18(1).155 (PGPID 1249),1249,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #67, pp. 300-302",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5049/change/
T-S K15.110 (PGPID 1328),1328,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #68, pp. 304-305",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5506/change/
T-S K25.254 (PGPID 1345),1345,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #69, pp. 306-307",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5617/change/
ENA 4011.35 (PGPID 771),771,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #70, pp. 308-309",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1253/change/
T-S NS 320.27 (PGPID 1466),1466,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #71, pp. 309",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5872/change/
ENA 3124.13 (PGPID 737),737,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #72, pp. 309-310",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1171/change/
CUL Or.1080 J10 (PGPID 2249),2249,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #73, pp. 313-314",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/635/change/
T-S 12.487 (PGPID 1673),1673,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #74, pp. 314-316",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2873/change/
T-S 10J4.11 (PGPID 1555),1555,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #75, pp. 319-320",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2483/change/
T-S 10J20.5 (PGPID 1533),1533,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #76, pp. 321-322",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2371/change/
DK 237.4 (PGPID 635),635,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #77, pp. 323",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/853/change/
T-S Ar.52.247 (PGPID 1267),1267,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #78, pp. 324",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5199/change/
T-S Ar.52.247 (PGPID 4590),4590,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #78, pp. 324-325",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5198/change/
T-S 10J20.5 (PGPID 1532),1532,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #79, pp. 325-326",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2372/change/
Bodl. MS heb. f 56/43–44 (PGPID 609),609,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #80, pp. 327-328",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/564/change/
Bodl. MS heb. f 56/44 (PGPID 610),610,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #81, pp. 330-332",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/565/change/
T-S 8J11.7 (PGPID 1877),1877,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #82, pp. 332-333",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4333/change/
T-S J2.63 (PGPID 1322),1322,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #83, pp. 334-336",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5491/change/
T-S 8J11.4 (PGPID 1872),1872,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #84, pp. 337-339",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4329/change/
T-S K3.11 (PGPID 1349),1349,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #85, pp. 339-341",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5623/change/
T-S K3.11 (PGPID 1350),1350,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #86, pp. 342-343",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5624/change/
T-S J2.63 (PGPID 1321),1321,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #87, pp. 343-345",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5492/change/
T-S 8J11.7 (PGPID 1875),1875,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #88, pp. 347-348",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4334/change/
Bodl. MS heb. f 56/59–61 (PGPID 613),613,"Moshe Gil, Documents of the Jewish Pious Foundations from the Cairo Geniza (1976).","Doc. #89, pp. 350-357",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/575/change/
